-0.1549993, 0.0307896, 0.0000000
-0.1549993, 0.0320726, 0.0000000
-0.1549993, 0.0333556, 0.0000000
-0.1549993, 0.0346386, 0.0000000
-0.1549993, 0.0359217, 0.0000000
-0.1549993, 0.0372047, 0.0000000
-0.1549993, 0.0384877, 0.0000000
-0.1549993, 0.0397707, 0.0000000
-0.1549993, 0.0410537, 0.0000000
-0.1549993, 0.0423367, 0.0000000
-0.1549993, 0.0436197, 0.0000000
-0.1549993, 0.0449027, 0.0000000
-0.1549993, 0.0461857, 0.0000000
-0.1549993, 0.0474687, 0.0000000
-0.1549993, 0.0487517, 0.0000000
-0.1549993, 0.0500348, 0.0000000
-0.1549993, 0.0513178, 0.0000000
-0.1549993, 0.0526008, 0.0000000
-0.1549993, 0.0538838, 0.0000000
-0.1549993, 0.0551668, 0.0000000
-0.1549993, 0.0564498, 0.0000000
-0.1549993, 0.0577328, 0.0000000
-0.1549993, 0.0590158, 0.0000000
-0.1549993, 0.0602988, 0.0000000
-0.1549993, 0.0615818, 0.0000000
-0.1549993, 0.0628648, 0.0000000
-0.1549993, 0.0641479, 0.0000000
-0.1549993, 0.0654309, 0.0000000
-0.1549993, 0.0667139, 0.0000000
-0.1549993, 0.0679969, 0.0000000
-0.1549993, 0.0692799, 0.0000000
-0.1549993, 0.0705629, 0.0000000
-0.1549993, 0.0718459, 0.0000000
-0.1549993, 0.0731289, 0.0000000
-0.1549993, 0.0744119, 0.0000000
-0.1549993, 0.0756949, 0.0000000
-0.1549993, 0.0769780, 0.0000000
-0.1549993, 0.0782610, 0.0000000
-0.1549993, 0.0795440, 0.0000000
-0.1549993, 0.0808270, 0.0000000
-0.1549993, 0.0821100, 0.0000000
-0.1549993, 0.0833930, 0.0000000
-0.1549993, 0.0846760, 0.0000000
-0.1549993, 0.0859590, 0.0000000
-0.1549993, 0.0872420, 0.0000000
-0.1549993, 0.0885250, 0.0000000
-0.1549993, 0.0898080, 0.0000000
-0.1549993, 0.0910911, 0.0000000
-0.1549993, 0.0923741, 0.0000000
-0.1549993, 0.0936571, 0.0000000
-0.1549993, 0.0949401, 0.0000000
-0.1549993, 0.0962231, 0.0000000
-0.1549993, 0.0975061, 0.0000000
-0.1549993, 0.0987891, 0.0000000
-0.1549993, 0.1000721, 0.0000000
-0.1549993, 0.1013551, 0.0000000
-0.1549993, 0.1026381, 0.0000000
-0.1549993, 0.1039212, 0.0000000
-0.1549993, 0.1052042, 0.0000000
-0.1549993, 0.1064872, 0.0000000
-0.1549993, 0.1077702, 0.0000000
-0.1549993, 0.1090532, 0.0000000
-0.1549993, 0.1103362, 0.0000000
-0.1549993, 0.1116192, 0.0000000
-0.1549993, 0.1129022, 0.0000000
-0.1549993, 0.1141852, 0.0000000
-0.1549993, 0.1154682, 0.0000000
-0.1549993, 0.1167512, 0.0000000
-0.1549993, 0.1180343, 0.0000000
-0.1549993, 0.1193173, 0.0000000
-0.1549993, 0.1206003, 0.0000000
-0.1549993, 0.1218833, 0.0000000
-0.1549993, 0.1231663, 0.0000000
-0.1549993, 0.1244493, 0.0000000
-0.1549993, 0.1257323, 0.0000000
-0.1549993, 0.1270153, 0.0000000
-0.1534465, -0.1283036, 0.0000000
-0.1534465, -0.1270205, 0.0000000
-0.1534465, -0.1257375, 0.0000000
-0.1534465, -0.1244545, 0.0000000
-0.1534465, -0.1231715, 0.0000000
-0.1534465, -0.1218885, 0.0000000
-0.1534465, -0.1206055, 0.0000000
-0.1534465, -0.1193225, 0.0000000
-0.1534465, -0.1180395, 0.0000000
-0.1534465, -0.1167565, 0.0000000
-0.1534465, -0.1154735, 0.0000000
-0.1534465, -0.1141905, 0.0000000
-0.1534465, -0.1129074, 0.0000000
-0.1534465, -0.1116244, 0.0000000
-0.1534465, -0.1103414, 0.0000000
-0.1534465, -0.1090584, 0.0000000
-0.1534465, -0.1077754, 0.0000000
-0.1534465, -0.1064924, 0.0000000
-0.1534465, -0.1052094, 0.0000000
-0.1534465, -0.1039264, 0.0000000
-0.1534465, -0.1026434, 0.0000000
-0.1534465, -0.1013604, 0.0000000
-0.1534465, -0.1000774, 0.0000000
-0.1534465, -0.0987943, 0.0000000
-0.1534465, -0.0975113, 0.0000000
-0.1534465, -0.0962283, 0.0000000
-0.1534465, -0.0949453, 0.0000000
-0.1534465, -0.0936623, 0.0000000
-0.1534465, -0.0923793, 0.0000000
-0.1534465, -0.0910963, 0.0000000
-0.1534465, -0.0898133, 0.0000000
-0.1534465, -0.0885303, 0.0000000
-0.1534465, -0.0872473, 0.0000000
-0.1534465, -0.0859642, 0.0000000
-0.1534465, -0.0846812, 0.0000000
-0.1534465, -0.0833982, 0.0000000
-0.1534465, -0.0821152, 0.0000000
-0.1534465, -0.0808322, 0.0000000
-0.1534465, -0.0795492, 0.0000000
-0.1534465, -0.0782662, 0.0000000
-0.1534465, -0.0769832, 0.0000000
-0.1534465, -0.0757002, 0.0000000
-0.1534465, -0.0744172, 0.0000000
-0.1534465, -0.0731342, 0.0000000
-0.1534465, -0.0718511, 0.0000000
-0.1534465, -0.0705681, 0.0000000
-0.1534465, -0.0692851, 0.0000000
-0.1534465, -0.0680021, 0.0000000
-0.1534465, -0.0667191, 0.0000000
-0.1534465, -0.0654361, 0.0000000
-0.1534465, -0.0641531, 0.0000000
-0.1534465, -0.0628701, 0.0000000
-0.1534465, -0.0615871, 0.0000000
-0.1534465, -0.0603041, 0.0000000
-0.1534465, -0.0590210, 0.0000000
-0.1534465, -0.0577380, 0.0000000
-0.1534465, -0.0564550, 0.0000000
-0.1534465, -0.0551720, 0.0000000
-0.1534465, -0.0538890, 0.0000000
-0.1534465, -0.0526060, 0.0000000
-0.1534465, -0.0513230, 0.0000000
-0.1534465, -0.0500400, 0.0000000
-0.1534465, -0.0487570, 0.0000000
-0.1534465, -0.0474740, 0.0000000
-0.1534465, -0.0461910, 0.0000000
-0.1534465, -0.0449079, 0.0000000
-0.1534465, -0.0436249, 0.0000000
-0.1534465, -0.0423419, 0.0000000
-0.1534465, -0.0410589, 0.0000000
-0.1534465, -0.0397759, 0.0000000
-0.1534465, -0.0384929, 0.0000000
-0.1534465, -0.0372099, 0.0000000
-0.1534465, -0.0359269, 0.0000000
-0.1534465, -0.0346439, 0.0000000
-0.1534465, -0.0333609, 0.0000000
-0.1534465, -0.0320779, 0.0000000
-0.1534465, -0.0307948, 0.0000000
-0.1534465, -0.0295118, 0.0000000
-0.1534465, -0.0282288, 0.0000000
-0.1534465, -0.0269458, 0.0000000
-0.1534465, -0.0256628, 0.0000000
-0.1534465, -0.0243798, 0.0000000
-0.1534465, -0.0230968, 0.0000000
-0.1534465, -0.0218138, 0.0000000
-0.1534465, -0.0205308, 0.0000000
-0.1534465, -0.0192478, 0.0000000
-0.1534465, -0.0179647, 0.0000000
-0.1534465, -0.0166817, 0.0000000
-0.1534465, -0.0153987, 0.0000000
-0.1534465, -0.0141157, 0.0000000
-0.1534465, -0.0128327, 0.0000000
-0.1534465, -0.0115497, 0.0000000
-0.1534465, -0.0102667, 0.0000000
-0.1534465, -0.0089837, 0.0000000
-0.1534465, -0.0077007, 0.0000000
-0.1534465, -0.0064177, 0.0000000
-0.1534465, -0.0051347, 0.0000000
-0.1534465, -0.0038516, 0.0000000
-0.1534465, -0.0025686, 0.0000000
-0.1534465, -0.0012856, 0.0000000
-0.1534465, -0.0000026, 0.0000000
-0.1534465, 0.0012804, 0.0000000
-0.1534465, 0.0025634, 0.0000000
-0.1534465, 0.0038464, 0.0000000
-0.1534465, 0.0051294, 0.0000000
-0.1534465, 0.0064124, 0.0000000
-0.1534465, 0.0076954, 0.0000000
-0.1534465, 0.0089785, 0.0000000
-0.1534465, 0.0102615, 0.0000000
-0.1534465, 0.0115445, 0.0000000
-0.1534465, 0.0128275, 0.0000000
-0.1534465, 0.0141105, 0.0000000
-0.1534465, 0.0153935, 0.0000000
-0.1534465, 0.0166765, 0.0000000
-0.1534465, 0.0179595, 0.0000000
-0.1534465, 0.0192425, 0.0000000
-0.1534465, 0.0205255, 0.0000000
-0.1534465, 0.0218085, 0.0000000
-0.1534465, 0.0230916, 0.0000000
-0.1534465, 0.0243746, 0.0000000
-0.1534465, 0.0256576, 0.0000000
-0.1534465, 0.0269406, 0.0000000
-0.1534465, 0.0282236, 0.0000000
-0.1534465, 0.0295066, 0.0000000
-0.1534465, 0.0307896, 0.0000000
-0.1534465, 0.0320726, 0.0000000
-0.1534465, 0.0333556, 0.0000000
-0.1534465, 0.0346386, 0.0000000
-0.1534465, 0.0359217, 0.0000000
-0.1534465, 0.0372047, 0.0000000
-0.1534465, 0.0384877, 0.0000000
-0.1534465, 0.0397707, 0.0000000
-0.1534465, 0.0410537, 0.0000000
-0.1534465, 0.0423367, 0.0000000
-0.1534465, 0.0436197, 0.0000000
-0.1534465, 0.0449027, 0.0000000
-0.1534465, 0.0461857, 0.0000000
-0.1534465, 0.0474687, 0.0000000
-0.1534465, 0.0487517, 0.0000000
-0.1534465, 0.0500348, 0.0000000
-0.1534465, 0.0513178, 0.0000000
-0.1534465, 0.0526008, 0.0000000
-0.1534465, 0.0538838, 0.0000000
-0.1534465, 0.0551668, 0.0000000
-0.1534465, 0.0564498, 0.0000000
-0.1534465, 0.0577328, 0.0000000
-0.1534465, 0.0590158, 0.0000000
-0.1534465, 0.0602988, 0.0000000
-0.1534465, 0.0615818, 0.0000000
-0.1534465, 0.0628648, 0.0000000
-0.1534465, 0.0641479, 0.0000000
-0.1534465, 0.0654309, 0.0000000
-0.1534465, 0.0667139, 0.0000000
-0.1534465, 0.0679969, 0.0000000
-0.1534465, 0.0692799, 0.0000000
-0.1534465, 0.0705629, 0.0000000
-0.1534465, 0.0718459, 0.0000000
-0.1534465, 0.0731289, 0.0000000
-0.1534465, 0.0744119, 0.0000000
-0.1534465, 0.0756949, 0.0000000
-0.1534465, 0.0769780, 0.0000000
-0.1534465, 0.0782610, 0.0000000
-0.1534465, 0.0795440, 0.0000000
-0.1534465, 0.0808270, 0.0000000
-0.1534465, 0.0821100, 0.0000000
-0.1534465, 0.0833930, 0.0000000
-0.1534465, 0.0846760, 0.0000000
-0.1534465, 0.0859590, 0.0000000
-0.1534465, 0.0872420, 0.0000000
-0.1534465, 0.0885250, 0.0000000
-0.1534465, 0.0898080, 0.0000000
-0.1534465, 0.0910911, 0.0000000
-0.1534465, 0.0923741, 0.0000000
-0.1534465, 0.0936571, 0.0000000
-0.1534465, 0.0949401, 0.0000000
-0.1534465, 0.0962231, 0.0000000
-0.1534465, 0.0975061, 0.0000000
-0.1534465, 0.0987891, 0.0000000
-0.1534465, 0.1000721, 0.0000000
-0.1534465, 0.1013551, 0.0000000
-0.1534465, 0.1026381, 0.0000000
-0.1534465, 0.1039212, 0.0000000
-0.1534465, 0.1052042, 0.0000000
-0.1534465, 0.1064872, 0.0000000
-0.1534465, 0.1077702, 0.0000000
-0.1534465, 0.1090532, 0.0000000
-0.1534465, 0.1103362, 0.0000000
-0.1534465, 0.1116192, 0.0000000
-0.1534465, 0.1129022, 0.0000000
-0.1534465, 0.1141852, 0.0000000
-0.1534465, 0.1154682, 0.0000000
-0.1534465, 0.1167512, 0.0000000
-0.1534465, 0.1180343, 0.0000000
-0.1534465, 0.1193173, 0.0000000
-0.1534465, 0.1206003, 0.0000000
-0.1534465, 0.1218833, 0.0000000
-0.1534465, 0.1231663, 0.0000000
-0.1534465, 0.1244493, 0.0000000
-0.1534465, 0.1257323, 0.0000000
-0.1534465, 0.1270153, 0.0000000
-0.1518937, -0.1283036, 0.0000000
-0.1518937, -0.1270205, 0.0000000
-0.1518937, -0.1257375, 0.0000000
-0.1518937, -0.1244545, 0.0000000
-0.1518937, -0.1231715, 0.0000000
-0.1518937, -0.1218885, 0.0000000
-0.1518937, -0.1206055, 0.0000000
-0.1518937, -0.1193225, 0.0000000
-0.1518937, -0.1180395, 0.0000000
-0.1518937, -0.1167565, 0.0000000
-0.1518937, -0.1154735, 0.0000000
-0.1518937, -0.1141905, 0.0000000
-0.1518937, -0.1129074, 0.0000000
-0.1518937, -0.1116244, 0.0000000
-0.1518937, -0.1103414, 0.0000000
-0.1518937, -0.1090584, 0.0000000
-0.1518937, -0.1077754, 0.0000000
-0.1518937, -0.1064924, 0.0000000
-0.1518937, -0.1052094, 0.0000000
-0.1518937, -0.1039264, 0.0000000
-0.1518937, -0.1026434, 0.0000000
-0.1518937, -0.1013604, 0.0000000
-0.1518937, -0.1000774, 0.0000000
-0.1518937, -0.0987943, 0.0000000
-0.1518937, -0.0975113, 0.0000000
-0.1518937, -0.0962283, 0.0000000
-0.1518937, -0.0949453, 0.0000000
-0.1518937, -0.0936623, 0.0000000
-0.1518937, -0.0923793, 0.0000000
-0.1518937, -0.0910963, 0.0000000
-0.1518937, -0.0898133, 0.0000000
-0.1518937, -0.0885303, 0.0000000
-0.1518937, -0.0872473, 0.0000000
-0.1518937, -0.0859642, 0.0000000
-0.1518937, -0.0846812, 0.0000000
-0.1518937, -0.0833982, 0.0000000
-0.1518937, -0.0821152, 0.0000000
-0.1518937, -0.0808322, 0.0000000
-0.1518937, -0.0795492, 0.0000000
-0.1518937, -0.0782662, 0.0000000
-0.1518937, -0.0769832, 0.0000000
-0.1518937, -0.0757002, 0.0000000
-0.1518937, -0.0744172, 0.0000000
-0.1518937, -0.0731342, 0.0000000
-0.1518937, -0.0718511, 0.0000000
-0.1518937, -0.0705681, 0.0000000
-0.1518937, -0.0692851, 0.0000000
-0.1518937, -0.0680021, 0.0000000
-0.1518937, -0.0667191, 0.0000000
-0.1518937, -0.0654361, 0.0000000
-0.1518937, -0.0641531, 0.0000000
-0.1518937, -0.0628701, 0.0000000
-0.1518937, -0.0615871, 0.0000000
-0.1518937, -0.0603041, 0.0000000
-0.1518937, -0.0590210, 0.0000000
-0.1518937, -0.0577380, 0.0000000
-0.1518937, -0.0564550, 0.0000000
-0.1518937, -0.0551720, 0.0000000
-0.1518937, -0.0538890, 0.0000000
-0.1518937, -0.0526060, 0.0000000
-0.1518937, -0.0513230, 0.0000000
-0.1518937, -0.0500400, 0.0000000
-0.1518937, -0.0487570, 0.0000000
-0.1518937, -0.0474740, 0.0000000
-0.1518937, -0.0461910, 0.0000000
-0.1518937, -0.0449079, 0.0000000
-0.1518937, -0.0436249, 0.0000000
-0.1518937, -0.0423419, 0.0000000
-0.1518937, -0.0410589, 0.0000000
-0.1518937, -0.0397759, 0.0000000
-0.1518937, -0.0384929, 0.0000000
-0.1518937, -0.0372099, 0.0000000
-0.1518937, -0.0359269, 0.0000000
-0.1518937, -0.0346439, 0.0000000
-0.1518937, -0.0333609, 0.0000000
-0.1518937, -0.0320779, 0.0000000
-0.1518937, -0.0307948, 0.0000000
-0.1518937, -0.0295118, 0.0000000
-0.1518937, -0.0282288, 0.0000000
-0.1518937, -0.0269458, 0.0000000
-0.1518937, -0.0256628, 0.0000000
-0.1518937, -0.0243798, 0.0000000
-0.1518937, -0.0230968, 0.0000000
-0.1518937, -0.0218138, 0.0000000
-0.1518937, -0.0205308, 0.0000000
-0.1518937, -0.0192478, 0.0000000
-0.1518937, -0.0179647, 0.0000000
-0.1518937, -0.0166817, 0.0000000
-0.1518937, -0.0153987, 0.0000000
-0.1518937, -0.0141157, 0.0000000
-0.1518937, -0.0128327, 0.0000000
-0.1518937, -0.0115497, 0.0000000
-0.1518937, -0.0102667, 0.0000000
-0.1518937, -0.0089837, 0.0000000
-0.1518937, -0.0077007, 0.0000000
-0.1518937, -0.0064177, 0.0000000
-0.1518937, -0.0051347, 0.0000000
-0.1518937, -0.0038516, 0.0000000
-0.1518937, -0.0025686, 0.0000000
-0.1518937, -0.0012856, 0.0000000
-0.1518937, -0.0000026, 0.0000000
-0.1518937, 0.0012804, 0.0000000
-0.1518937, 0.0025634, 0.0000000
-0.1518937, 0.0038464, 0.0000000
-0.1518937, 0.0051294, 0.0000000
-0.1518937, 0.0064124, 0.0000000
-0.1518937, 0.0076954, 0.0000000
-0.1518937, 0.0089785, 0.0000000
-0.1518937, 0.0102615, 0.0000000
-0.1518937, 0.0115445, 0.0000000
-0.1518937, 0.0128275, 0.0000000
-0.1518937, 0.0141105, 0.0000000
-0.1518937, 0.0153935, 0.0000000
-0.1518937, 0.0166765, 0.0000000
-0.1518937, 0.0179595, 0.0000000
-0.1518937, 0.0192425, 0.0000000
-0.1518937, 0.0205255, 0.0000000
-0.1518937, 0.0218085, 0.0000000
-0.1518937, 0.0230916, 0.0000000
-0.1518937, 0.0243746, 0.0000000
-0.1518937, 0.0256576, 0.0000000
-0.1518937, 0.0269406, 0.0000000
-0.1518937, 0.0282236, 0.0000000
-0.1518937, 0.0295066, 0.0000000
-0.1518937, 0.0307896, 0.0000000
-0.1518937, 0.0320726, 0.0000000
-0.1518937, 0.0333556, 0.0000000
-0.1518937, 0.0346386, 0.0000000
-0.1518937, 0.0359217, 0.0000000
-0.1518937, 0.0372047, 0.0000000
-0.1518937, 0.0384877, 0.0000000
-0.1518937, 0.0397707, 0.0000000
-0.1518937, 0.0410537, 0.0000000
-0.1518937, 0.0423367, 0.0000000
-0.1518937, 0.0436197, 0.0000000
-0.1518937, 0.0449027, 0.0000000
-0.1518937, 0.0461857, 0.0000000
-0.1518937, 0.0474687, 0.0000000
-0.1518937, 0.0487517, 0.0000000
-0.1518937, 0.0500348, 0.0000000
-0.1518937, 0.0513178, 0.0000000
-0.1518937, 0.0526008, 0.0000000
-0.1518937, 0.0538838, 0.0000000
-0.1518937, 0.0551668, 0.0000000
-0.1518937, 0.0564498, 0.0000000
-0.1518937, 0.0577328, 0.0000000
-0.1518937, 0.0590158, 0.0000000
-0.1518937, 0.0602988, 0.0000000
-0.1518937, 0.0615818, 0.0000000
-0.1518937, 0.0628648, 0.0000000
-0.1518937, 0.0641479, 0.0000000
-0.1518937, 0.0654309, 0.0000000
-0.1518937, 0.0667139, 0.0000000
-0.1518937, 0.0679969, 0.0000000
-0.1518937, 0.0692799, 0.0000000
-0.1518937, 0.0705629, 0.0000000
-0.1518937, 0.0718459, 0.0000000
-0.1518937, 0.0731289, 0.0000000
-0.1518937, 0.0744119, 0.0000000
-0.1518937, 0.0756949, 0.0000000
-0.1518937, 0.0769780, 0.0000000
-0.1518937, 0.0782610, 0.0000000
-0.1518937, 0.0795440, 0.0000000
-0.1518937, 0.0808270, 0.0000000
-0.1518937, 0.0821100, 0.0000000
-0.1518937, 0.0833930, 0.0000000
-0.1518937, 0.0846760, 0.0000000
-0.1518937, 0.0859590, 0.0000000
-0.1518937, 0.0872420, 0.0000000
-0.1518937, 0.0885250, 0.0000000
-0.1518937, 0.0898080, 0.0000000
-0.1518937, 0.0910911, 0.0000000
-0.1518937, 0.0923741, 0.0000000
-0.1518937, 0.0936571, 0.0000000
-0.1518937, 0.0949401, 0.0000000
-0.1518937, 0.0962231, 0.0000000
-0.1518937, 0.0975061, 0.0000000
-0.1518937, 0.0987891, 0.0000000
-0.1518937, 0.1000721, 0.0000000
-0.1518937, 0.1013551, 0.0000000
-0.1518937, 0.1026381, 0.0000000
-0.1518937, 0.1039212, 0.0000000
-0.1518937, 0.1052042, 0.0000000
-0.1518937, 0.1064872, 0.0000000
-0.1518937, 0.1077702, 0.0000000
-0.1518937, 0.1090532, 0.0000000
-0.1518937, 0.1103362, 0.0000000
-0.1518937, 0.1116192, 0.0000000
-0.1518937, 0.1129022, 0.0000000
-0.1518937, 0.1141852, 0.0000000
-0.1518937, 0.1154682, 0.0000000
-0.1518937, 0.1167512, 0.0000000
-0.1518937, 0.1180343, 0.0000000
-0.1518937, 0.1193173, 0.0000000
-0.1518937, 0.1206003, 0.0000000
-0.1518937, 0.1218833, 0.0000000
-0.1518937, 0.1231663, 0.0000000
-0.1518937, 0.1244493, 0.0000000
-0.1518937, 0.1257323, 0.0000000
-0.1518937, 0.1270153, 0.0000000
-0.1503409, -0.1283036, 0.0000000
-0.1503409, -0.1270205, 0.0000000
-0.1503409, -0.1257375, 0.0000000
-0.1503409, -0.1244545, 0.0000000
-0.1503409, -0.1231715, 0.0000000
-0.1503409, -0.1218885, 0.0000000
-0.1503409, -0.1206055, 0.0000000
-0.1503409, -0.1193225, 0.0000000
-0.1503409, -0.1180395, 0.0000000
-0.1503409, -0.1167565, 0.0000000
-0.1503409, -0.1154735, 0.0000000
-0.1503409, -0.1141905, 0.0000000
-0.1503409, -0.1129074, 0.0000000
-0.1503409, -0.1116244, 0.0000000
-0.1503409, -0.1103414, 0.0000000
-0.1503409, -0.1090584, 0.0000000
-0.1503409, -0.1077754, 0.0000000
-0.1503409, -0.1064924, 0.0000000
-0.1503409, -0.1052094, 0.0000000
-0.1503409, -0.1039264, 0.0000000
-0.1503409, -0.1026434, 0.0000000
-0.1503409, -0.1013604, 0.0000000
-0.1503409, -0.1000774, 0.0000000
-0.1503409, -0.0987943, 0.0000000
-0.1503409, -0.0975113, 0.0000000
-0.1503409, -0.0962283, 0.0000000
-0.1503409, -0.0949453, 0.0000000
-0.1503409, -0.0936623, 0.0000000
-0.1503409, -0.0923793, 0.0000000
-0.1503409, -0.0910963, 0.0000000
-0.1503409, -0.0898133, 0.0000000
-0.1503409, -0.0885303, 0.0000000
-0.1503409, -0.0872473, 0.0000000
-0.1503409, -0.0859642, 0.0000000
-0.1503409, -0.0846812, 0.0000000
-0.1503409, -0.0833982, 0.0000000
-0.1503409, -0.0821152, 0.0000000
-0.1503409, -0.0808322, 0.0000000
-0.1503409, -0.0795492, 0.0000000
-0.1503409, -0.0782662, 0.0000000
-0.1503409, -0.0769832, 0.0000000
-0.1503409, -0.0757002, 0.0000000
-0.1503409, -0.0744172, 0.0000000
-0.1503409, -0.0731342, 0.0000000
-0.1503409, -0.0718511, 0.0000000
-0.1503409, -0.0705681, 0.0000000
-0.1503409, -0.0692851, 0.0000000
-0.1503409, -0.0680021, 0.0000000
-0.1503409, -0.0667191, 0.0000000
-0.1503409, -0.0654361, 0.0000000
-0.1503409, -0.0641531, 0.0000000
-0.1503409, -0.0628701, 0.0000000
-0.1503409, -0.0615871, 0.0000000
-0.1503409, -0.0603041, 0.0000000
-0.1503409, -0.0590210, 0.0000000
-0.1503409, -0.0577380, 0.0000000
-0.1503409, -0.0564550, 0.0000000
-0.1503409, -0.0551720, 0.0000000
-0.1503409, -0.0538890, 0.0000000
-0.1503409, -0.0526060, 0.0000000
-0.1503409, -0.0513230, 0.0000000
-0.1503409, -0.0500400, 0.0000000
-0.1503409, -0.0487570, 0.0000000
-0.1503409, -0.0474740, 0.0000000
-0.1503409, -0.0461910, 0.0000000
-0.1503409, -0.0449079, 0.0000000
